city1,city2,transit_distance [m],transit_time [s],departure city,arrival city
Vienna,Klagenfurt on Lake Worthersee,314274,19130,,
Vienna,Luxembourg,1089071,48268,,
London,Zagreb,1879353,87600,,
Vienna,Santander,-1,-1,,
Vienna,Tromso,3720842,209477,,
London,Zaragoza,1476592,65160,,
Viseu,Vila Real,97802,4771,,
Caselle,Poznan,1690152,76996,,
Viseu,Cascais,326828,19411,,
Venezia,Palermo,1353886,66860,,
Warsaw,Budapest,939184,47460,,
Warsaw,Saint,-1,-1,,
Warsaw,Balice,307928,17317,,
Warsaw,Ozarowice,281606,14369,,
Warsaw,Zgornji Brnik,1201091,63600,,
Warsaw,Prague,785389,40200,,
Wroclaw,Birmingham,1731186,69005,,
Zagreb,Sarajevo,411885,28800,,
Zagreb,Split,409169,18300,,
Zurich,Prishtina,1622133,114989,,
Venezia,Ilinden,-1,-1,,
Treviso,Sofia,1342991,93360,,
Venezia,Napoli,749816,31462,,
Rinas,Ronchi dei Legionari,1165856,82729,,
Salzburg,Bristol,1750267,54900,,
Praia da Vitoria,Ponta Delgada,-1,-1,,
Praia da Vitoria,Pico Island,-1,-1,,
Seville,San Bartolome,-1,-1,,
Moscow,Stavropol,-1,-1,,
Moscow,Nizhnekamsk,-1,-1,,
Moscow,Magnitogorsk,2461654,171240,,
Rinas,Genova,1242205,83629,,
Rinas,Lyon,1552975,105492,,
Rinas,Perugia,893439,78469,,
Rinas,Treviso,1071009,78769,,
Venezia,Lisbon,3031567,140340,,
Moscow,Kaliningrad,1303745,90684,,
Toulouse,Bordeaux,256701,8460,,
Moscow,Cherepovets,-1,-1,,
Caselle Torinese,Brindisi,1369069,54833,,
Caselle Torinese,Cagliari,1183631,72779,,
Treviso,Marseille,-1,-1,,
Treviso,Rinas,982000,70058,,
Ufa,Sochi,5760985,180660,,
Ufa,Krasnoyarsk,4316816,162060,,
Cologne,Varna,2360943,123578,,
Zurich,Rovaniemi,3494234,156300,,
,,-1,-1,Las Palmas,Barcelona
,,461047,27900,Alicante,Barcelona
,,1586298,56400,Hoofddorp,Barcelona
,,-1,-1,Athens,Barcelona
,,1049384,36900,Malaga,Barcelona
,,1305498,62700,Bologna,Barcelona
,,-1,-1,Bordeaux,Barcelona
,,1391806,48840,Brussels,Barcelona
,,-1,-1,Cagliari,Barcelona
,,1356773,39660,Charleroi,Barcelona
,,926262,40260,Genoa,Barcelona
,,2498700,120360,Gothenburg,Barcelona
,,1517065,61920,Croydon,Barcelona
,,1631994,59400,Maastricht,Barcelona
,,-1,-1,Maia,Barcelona
,,-1,-1,Bucharest,Barcelona
,,-1,-1,Zemun,Barcelona
,,1135750,58453,Bergamo,Barcelona
,,1807387,68580,Solihull,Barcelona
,,961165,29400,Bilbao,Barcelona
,,1808468,51900,Bristol,Barcelona
,,-1,-1,Budapest,Barcelona
,,1190333,37680,Amiens,Barcelona
,,834126,47710,Paris,Barcelona
,,-1,-1,Las Palmas,Malaga
,,1041588,39420,Barcelona,Malaga
,,1234729,48290,Bordeaux,Malaga
,,3640736,145200,Gothenburg,Malaga
,,2722744,113700,Hamburg,Malaga
,,2632098,87360,Croydon,Malaga
,,493447,33060,Torrejon de Ardoz,Malaga
,,2425618,79620,Hoofddorp,Malaga
,,4170751,150064,Uppsala,Malaga
,,2246204,83893,Bergamo,Malaga
,,2377594,111600,Solihull,Malaga
,,2362596,100500,Bournemouth,Malaga
,,2378675,94920,Bristol,Malaga
,,3319175,119940,Budapest,Malaga
,,1603347,69120,Paris,Malaga
,,2725422,84060,Bonn,Malaga
,,-1,-1,Las Palmas,Bergamo
,,840657,73659,Cagliari,Bergamo
,,1006808,52380,Taranto,Bergamo
,,1632395,95020,Alicante,Bergamo
,,2593777,101164,Uppsala,Bergamo
,,1593305,60780,Bristol,Bergamo
,,1176506,41760,Amiens,Bergamo
,,883192,37980,Giugliano in Campania,Bergamo
,,854045,38584,Bari,Bergamo
,,907955,46800,Budapest,Bergamo
,,1628382,106660,Cluj-Napoca,Bergamo
,,-1,-1,Las Palmas,Paris
,,1230274,45480,Livorno,Paris
,,448204,25800,Hoofddorp,Paris
,,3041164,156060,Athens,Paris
,,1880224,81255,Zemun,Paris
,,887156,25320,Bilbao,Paris
,,496022,27420,Basel,Paris
,,2144566,95944,Uppsala,Paris
,,2706407,142440,Vantaa,Paris
,,819687,31200,Munich,Paris
,,3166555,160920,Oulu,Paris
,,-1,-1,Alicante,Bucharest
,,2419561,127500,Hoofddorp,Bucharest
,,1226521,100770,Athens,Bucharest
,,1884243,108193,Bergamo,Bucharest
,,3130001,150300,Solihull,Bucharest
,,-1,-1,Bari,Bucharest
,,2067352,104988,Basel,Bucharest
,,2501580,128530,Paris,Bucharest
,,582406,39300,Cluj-Napoca,Bucharest
,,-1,-1,Hoofddorp,Las Palmas
,,-1,-1,Solihull,Las Palmas
,,-1,-1,Bilbao,Las Palmas
,,-1,-1,Bilbao,Las Palmas
,,-1,-1,Bristol,Las Palmas
,,-1,-1,Basel,Las Palmas
,,-1,-1,Basel,Las Palmas
,,-1,-1,Bonn,Las Palmas
,,-1,-1,Las Palmas,Solihull
,,2255016,82440,Alicante,Solihull
,,757228,24402,Hoofddorp,Solihull
,,556234,48480,Belfast,Solihull
,,556234,48480,Belfast,Solihull
,,-1,-1,Budapest,Solihull
,,573784,40440,Paris,Solihull
,,1264527,37500,Annecy,Solihull
,,897822,52500,Aarhus,Hoofddorp
,,1432312,52691,Aberdeen,Hoofddorp
,,2897982,165540,Athens,Hoofddorp
,,575814,35940,Luton,Hoofddorp
,,1438603,57825,Belfast,Hoofddorp
,,1400141,37500,Bilbao,Hoofddorp
,,825169,36600,Basel,Hoofddorp
,,-1,-1,Bergen,Alicante
,,1675030,84193,Bergamo,Alicante
,,-1,-1,Bristol,Alicante
,,-1,-1,Bristol,Alicante
,,-1,-1,Liverpool,Alicante
,,2384994,77520,Hoofddorp,Alicante
,,2959782,126885,Belfast,Alicante
,,-1,-1,Athens,Athens
,,955668,53446,Plovdiv,Athens
,,-1,-1,Soke,Athens
,,-1,-1,Zemun,Athens
,,1388726,86248,Budapest,Athens
,,-1,-1,Vlore,Athens
,,10843,1672,Irakleio,Athens
,,875102,37560,Aberdeen,Croydon
,,-1,-1,Las Palmas,Croydon
,,2105265,74880,Alicante,Croydon
,,557595,40380,Hoofddorp,Croydon
,,3243760,175260,Athens,Croydon
,,735540,52020,Belfast,Croydon
,,1410356,39780,Bilbao,Croydon
,,-1,-1,Alicante,Maia
,,-1,-1,Hoofddorp,Maia
,,-1,-1,Bergamo,Maia
,,-1,-1,Solihull,Maia
,,-1,-1,Bilbao,Maia
,,-1,-1,Bristol,Maia
,,-1,-1,Amiens,Maia
,,962222,50880,Hoofddorp,Aarhus
,,-1,-1,Gdynia,Aarhus
,,2403709,134572,Bucharest,Aarhus
,,1653540,56640,Innsbruck,Aarhus
,,314916,17760,Copenhagen,Aarhus
,,314916,17760,Copenhagen,Aarhus
,,1772762,78240,Hoofddorp,Uppsala
,,-1,-1,Alicante,Uppsala
,,2412654,115273,Bergamo,Uppsala
,,591754,54840,Vantaa,Uppsala
,,2011986,78540,Munich,Uppsala
,,1979543,112740,Budapest,Uppsala
,,689292,61200,Cagliari,Rome
,,485231,20700,Bari,Rome
,,1167179,46140,Budapest,Rome
,,1686432,74700,Charleroi,Rome
,,2437336,122220,Bucharest,Rome
,,1981968,110400,Cluj-Napoca,Rome
,,769211,23160,Hoofddorp,Bristol
,,769211,23160,Hoofddorp,Bristol
,,2281069,81180,Alicante,Bristol
,,1669639,62293,Bergamo,Bristol
,,1255032,34560,Grenoble,Bristol
,,-1,-1,Budapest,Bristol
,,-1,-1,Las Palmas,Brussels
,,1897676,69900,Alicante,Brussels
,,2844463,160740,Athens,Brussels
,,2080671,74400,Malaga,Brussels
,,1398824,48240,Barcelona,Brussels
,,-1,-1,Paris,Brussels
,,-1,-1,Las Palmas,Torrejon de Ardoz
,,383935,20340,Alicante,Torrejon de Ardoz
,,-1,-1,Athens,Torrejon de Ardoz
,,350967,20431,Bilbao,Torrejon de Ardoz
,,-1,-1,Budapest,Torrejon de Ardoz
,,2547190,154140,Athens,Bologna
,,744601,42900,Taranto,Bologna
,,-1,-1,Craiova,Bologna
,,812679,38940,Budapest,Bologna
,,971526,44940,Paris,Bologna
,,968245,39660,Hoofddorp,Munich
,,1760967,50220,Bilbao,Munich
,,964184,30120,Bremen,Munich
,,482552,24720,Basel,Munich
,,595195,29040,Bonn,Munich
,,2935546,114600,Novorossiysk,Saint Petersburg
,,3601960,124440,Sochi,Saint Petersburg
,,1795516,84180,Arkhangelsk,Saint Petersburg
,,2845034,165615,Zemun,Saint Petersburg
,,3106503,138300,Chelyabinsk,Saint Petersburg
,,3183016,128220,Alicante,Warsaw
,,-1,-1,Uppsala,Warsaw
,,1494499,78795,Zemun,Warsaw
,,2053251,105484,Bari,Warsaw
,,689288,35580,Budapest,Warsaw
,,-1,-1,Las Palmas,Charleroi
,,1339313,51133,Bergamo,Charleroi
,,2011192,78604,Bari,Charleroi
,,1484023,62040,Budapest,Charleroi
,,1062589,34800,Montpellier,Charleroi
,,-1,-1,Trondheim,Trondheim
,,-1,-1,Trondheim,Trondheim
,,-1,-1,Trondheim,Trondheim
,,-1,-1,Trondheim,Trondheim
,,-1,-1,Trondheim,Trondheim
,,787346,70359,Cagliari,Milan
,,800737,34804,Bari,Milan
,,800737,34804,Bari,Milan
,,936455,44100,Budapest,Milan
,,-1,-1,Alicante,Gothenburg
,,588937,33540,Uppsala,Gothenburg
,,2227312,120960,Pecs,Gothenburg
,,1783002,81600,Paris,Gothenburg
,,-1,-1,Las Palmas,Luton
,,1926808,70920,Bratislava,Luton
,,-1,-1,Budapest,Luton
,,1717263,66600,Bydgoszcz,Luton
,,1137362,42660,Hoofddorp,Zurich
,,2466652,149520,Athens,Zurich
,,1225037,70875,Zemun,Zurich
,,-1,-1,Zemun,Kamez
,,-1,-1,Zemun,Kamez
,,-1,-1,Bari,Kamez
,,-1,-1,Las Palmas,Hamburg
,,2684100,98880,Alicante,Hamburg
,,607926,27420,Hoofddorp,Hamburg
,,1416298,41460,Hoofddorp,Aberdeen
,,-1,-1,Las Palmas,Aberdeen
,,448273,31845,Belfast,Aberdeen
,,1937218,71820,Hoofddorp,Valencia
,,1482431,75013,Bergamo,Valencia
,,2080696,62403,Solihull,Valencia
,,3263393,131820,Alicante,Gdynia
,,1275915,66180,Hoofddorp,Gdynia
,,952837,64494,Uppsala,Gdynia
,,-1,-1,Las Palmas,Bordeaux
,,650419,41100,Barcelona,Bordeaux
,,498866,24600,Paris,Bordeaux
,,1051089,42840,Hoofddorp,Geneva
,,2732629,161520,Athens,Geneva
,,1779202,83745,Belfast,Geneva
,,-1,-1,Bergen,Bergen
,,2125802,112920,Hoofddorp,Bergen
,,4329836,198720,Malaga,Bergen
,,1784859,73374,Uppsala,Poznan
,,1684279,61250,Solihull,Poznan
,,1709331,60350,Bristol,Poznan
,,2958997,130860,Sochi,Khimki
,,2636361,161820,Astrakhan,Khimki
,,3736381,207615,Zemun,Khimki
,,594263,39900,Bari,Siracusa
,,1974166,85235,Budapest,Siracusa
,,1583176,73740,Basel,Catania
,,1903462,81185,Budapest,Catania
,,929737,45300,Hoofddorp,Prague
,,531355,22800,Budapest,Prague
,,391829,25035,Zemun,Budapest
,,1423754,73804,Bari,Budapest
,,732311,51060,Belfast,Harrow
,,-1,-1,Budapest,Harrow
,,1255959,48553,Bergamo,Reggio di Calabria
,,1484291,64500,Basel,Reggio di Calabria
,,-1,-1,Las Palmas,Oslo
,,2848563,149775,Zemun,Oslo
,,2011703,87135,Zemun,Amiens
,,1104861,46033,Bergamo,Amiens
,,2407508,145140,Hoofddorp,Vantaa
,,1894241,123120,Budapest,Vantaa
,,3029572,150900,Hoofddorp,Oulu
,,-1,-1,Trondheim,Oulu
,,-1,-1,Sochi,Odintsovo
,,-1,-1,Chelyabinsk,Odintsovo
,,-1,-1,Sochi,Cherepovets
,,617248,38014,Saint Petersburg,Cherepovets
,,346269,24300,Livorno,Nice
,,346269,24300,Livorno,Nice
,,-1,-1,Livorno,Marseille
,,-1,-1,Budapest,Marseille
,,-1,-1,Las Palmas,Liverpool
,,-1,-1,Belfast,Liverpool
,,4588313,181920,Sochi,Kazan
,,-1,-1,Zemun,Kazan
,,46151,2700,Bournemouth,Southampton
,,712815,22080,Hoofddorp,Southampton
,,751305,37444,Bari,Venice
,,2026113,130363,Bergamo,Iasi
,,3513929,176100,Sochi,Domodedovo
,,-1,-1,Belfast,Sale
,,2730489,133987,Solihull,Craiova
,,941744,41072,Bari,Turin
,,-1,-1,Las Palmas,Belfast
,,705451,37504,Bari,Verona
,,-1,-1,Leon,Aves
,,-1,-1,Bournemouth,Bournemouth
,,1698074,125043,Basel,Pristina
,,1085758,63265,Bratislava,Kaunas
,,1881523,67080,Castellon de la Plana,Nijmegen
,,2450119,123420,Khimki,Chelyabinsk
,,2347194,127370,Varna,Bonn
,,1087213,68280,Bergamo,Cagliari
,,3465140,172929,Zemun,Odivelas
,,780526,42675,Zemun,Vienna
,,-1,-1,Athens,Menemen
,,764050,24600,Hoofddorp,Norwich
,,2633019,144000,Hoofddorp,Burgas
,,2031763,76260,Alicante,Maastricht
,,2144484,78120,Khimki,Arkhangelsk
,,-1,-1,Sochi,Lyubertsy
,,-1,-1,Athens,Canakkale
,,3893856,161358,Sochi,Pskov
,,9959629,360180,Sochi,Krasnoyarsk
,,-1,-1,Athens,Bodrum
,,499003,21960,Athens,Thessaloniki
,,-1,-1,Canakkale,Irakleio
,,5660343,209520,Sochi,Perm
,,248839,16252,Zemun,Nis
,,1817556,63900,Hoofddorp,Florence
,,2674089,123300,Luton,Cluj-Napoca
,,-1,-1,Dusseldorf,Las Palmas
,,-1,-1,Dusseldorf,Las Palmas
,,-1,-1,Aberdeen,Las Palmas
,,-1,-1,Derby,Las Palmas
,,-1,-1,Derby,Las Palmas
,,-1,-1,Frankfurt,Las Palmas
,,-1,-1,Frankfurt,Las Palmas
,,-1,-1,Belfast,Las Palmas
,,-1,-1,Belfast,Las Palmas
,,-1,-1,Hannover,Las Palmas
,,2795292,104193,Copenhagen,Torrejon de Ardoz
,,2317227,75420,Dusseldorf,Torrejon de Ardoz
,,422781,26986,Donostia,Torrejon de Ardoz
,,2630268,98129,Aberdeen,Torrejon de Ardoz
,,2660569,110731,Rome,Torrejon de Ardoz
,,1982691,83520,Florence,Torrejon de Ardoz
,,-1,-1,La Laguna,Torrejon de Ardoz
,,379899,19440,Granada,Torrejon de Ardoz
,,1911001,67920,Geneva,Torrejon de Ardoz
,,3958196,190173,Vantaa,Torrejon de Ardoz
,,1526162,63480,Copenhagen,Paris
,,525306,33540,Dusseldorf,Paris
,,738352,28544,Derby,Paris
,,1414812,56580,Rome,Paris
,,1414812,56580,Rome,Paris
,,1204434,50280,Florence,Paris
,,-1,-1,La Laguna,Paris
,,594457,29700,Frankfurt,Paris
,,1215849,60780,Belfast,Paris
,,3327758,117720,Copenhagen,Malaga
,,3134673,110400,Aberdeen,Malaga
,,-1,-1,Eindhoven,Malaga
,,2390595,95700,Derby,Malaga
,,2728316,97860,Rome,Malaga
,,2490359,70500,Frankfurt,Malaga
,,2299023,73829,Saarbrucken,Malaga
,,-1,-1,Donostia,Barcelona
,,2544104,72420,Aberdeen,Barcelona
,,1378395,76500,Rome,Barcelona
,,1379905,45060,Frankfurt,Barcelona
,,958584,27000,Granada,Barcelona
,,793406,34260,Geneva,Barcelona
,,3923460,178860,Vantaa,Barcelona
,,1315701,49200,Copenhagen,Munich
,,699763,24120,Dusseldorf,Munich
,,910081,32820,Rome,Munich
,,642110,33300,Florence,Munich
,,423475,24780,Frankfurt,Munich
,,597482,34800,Geneva,Munich
,,647042,21660,Hannover,Munich
,,1174993,66660,Copenhagen,Vantaa
,,2344016,123745,Dusseldorf,Vantaa
,,2201476,116820,Frankfurt,Vantaa
,,-1,-1,Uppsala,Vantaa
,,2757752,129720,Paris,Vantaa
,,663785,26820,Oulu,Vantaa
,,663785,26820,Oulu,Vantaa
,,339564,27360,Copenhagen,Gothenburg
,,-1,-1,Aberdeen,Gothenburg
,,1329196,65460,Frankfurt,Gothenburg
,,3637487,147900,Malaga,Gothenburg
,,748233,41700,Bergen,Gothenburg
,,1910823,84000,Geneva,Gothenburg
,,980003,63240,Vantaa,Gothenburg
,,1008404,49200,Copenhagen,Hoofddorp
,,240614,13860,Dusseldorf,Hoofddorp
,,-1,-1,Huelva,Hoofddorp
,,1916608,71100,Rome,Hoofddorp
,,-1,-1,La Laguna,Hoofddorp
,,544170,31020,Frankfurt,Hoofddorp
,,1438603,57825,Belfast,Hoofddorp
,,970196,35880,Aberdeen,Croydon
,,1926824,73380,Rome,Croydon
,,1747874,67080,Florence,Croydon
,,810383,39540,Frankfurt,Croydon
,,202728,18881,Bournemouth,Croydon
,,1069937,40980,Geneva,Croydon
,,1874267,75720,Copenhagen,Budapest
,,1315128,47820,Dortmund,Budapest
,,1380479,57780,Eindhoven,Budapest
,,1279337,66660,Rome,Budapest
,,-1,-1,La Laguna,Budapest
,,992027,45600,Frankfurt,Budapest
,,3257852,114420,Dusseldorf,Odivelas
,,-1,-1,Eindhoven,Odivelas
,,391111,22080,Huelva,Odivelas
,,3142131,107878,Rome,Odivelas
,,-1,-1,La Laguna,Odivelas
,,2904777,123540,Dusseldorf,Oulu
,,2904777,123540,Dusseldorf,Oulu
,,2904777,123540,Dusseldorf,Oulu
,,3033756,126120,Frankfurt,Oulu
,,663864,29100,Vantaa,Oulu
,,-1,-1,Copenhagen,Maia
,,-1,-1,Strasbourg,Maia
,,-1,-1,Ulm,Maia
,,-1,-1,La Laguna,Maia
,,-1,-1,Geneva,Maia
,,1448802,50580,Barcelona,Charleroi
,,1769203,67860,Rome,Charleroi
,,2427659,121560,Bucharest,Charleroi
,,2533878,93892,Catania,Charleroi
,,1315377,42000,Aberdeen,Charleroi
,,3345152,113700,Copenhagen,Alicante
,,-1,-1,Eindhoven,Alicante
,,-1,-1,Derby,Alicante
,,1665331,74040,Strasbourg,Alicante
,,1916343,70800,Frankfurt,Alicante
,,504934,25560,Copenhagen,Hamburg
,,503485,24660,Frankfurt,Hamburg
,,2778379,109200,Malaga,Hamburg
,,-1,-1,Las Palmas,Hamburg
,,1685547,108780,Vantaa,Hamburg
,,1682227,71220,Copenhagen,Geneva
,,1979319,58140,Aberdeen,Geneva
,,1268350,43544,Derby,Geneva
,,569453,31500,Frankfurt,Geneva
,,1779202,83745,Belfast,Geneva
,,864320,40260,Aberdeen,Bristol
,,-1,-1,La Laguna,Bristol
,,987786,47700,Frankfurt,Bristol
,,689408,52560,Belfast,Bristol
,,1241560,46860,Geneva,Bristol
,,731110,37980,Aberdeen,Solihull
,,260440,31200,Bournemouth,Solihull
,,1787733,62640,Mataro,Solihull
,,1225895,47763,Geneva,Solihull
,,467881,52380,Rome,Cagliari
,,467881,52380,Rome,Cagliari
,,467881,52380,Rome,Cagliari
,,966579,79800,Nice,Cagliari
,,744601,42900,Taranto,Bologna
,,1080829,38880,Catania,Bologna
,,373928,16800,Rome,Bologna
,,863500,43140,Frankfurt,Bologna
,,1626575,63600,Copenhagen,Vienna
,,961800,40740,Dusseldorf,Vienna
,,1243361,59100,Rome,Vienna
,,729450,33180,Frankfurt,Vienna
,,1719235,64800,Rome,Brussels
,,411946,26700,Frankfurt,Brussels
,,862310,34260,Geneva,Brussels
,,2331342,137460,Vantaa,Brussels
,,625909,50160,Derby,Belfast
,,-1,-1,Huelva,Belfast
,,-1,-1,Huelva,Belfast
,,-1,-1,Belfast,Belfast
,,1544224,64800,Copenhagen,Zurich
,,684854,29100,Dusseldorf,Zurich
,,807072,44820,Rome,Zurich
,,421523,24240,Frankfurt,Zurich
,,1607909,66960,Copenhagen,Harrow
,,674597,35700,Dusseldorf,Harrow
,,1924240,73500,Rome,Harrow
,,812427,41640,Frankfurt,Harrow
,,1463282,56520,Copenhagen,Salzburg
,,976657,57416,Eindhoven,Salzburg
,,578156,23040,Frankfurt,Salzburg
,,-1,-1,Domodedovo,Saint Petersburg
,,2935546,114600,Novorossiysk,Saint Petersburg
,,2099389,39540,Nizhniy Novgorod,Saint Petersburg
,,1005327,42960,Copenhagen,Frankfurt
,,219904,6540,Dusseldorf,Frankfurt
,,353579,17100,Hannover,Frankfurt
,,1135112,58800,Copenhagen,Gdynia
,,1062316,55800,Dortmund,Gdynia
,,3528275,144300,Malaga,Gdynia
,,2061613,75660,Debrecen,Luton
,,-1,-1,Huelva,Luton
,,764092,53100,Belfast,Luton
,,-1,-1,Kamez,Graz
,,790543,41040,Frankfurt,Graz
,,790543,41040,Frankfurt,Graz
,,1492312,68280,Copenhagen,Krakow
,,1249703,64080,Eindhoven,Krakow
,,949640,53880,Frankfurt,Krakow
,,1960162,91372,Catania,Prague
,,1421761,70860,Rome,Prague
,,524512,26160,Frankfurt,Prague
,,-1,-1,Catania,Bucharest
,,2080382,127800,Rome,Bucharest
,,1714867,103800,Ulm,Bucharest
,,957943,37560,Catania,Florence
,,275156,11700,Rome,Florence
,,952502,46740,Frankfurt,Florence
,,1006808,52380,Taranto,Bergamo
,,1342826,46080,Catania,Bergamo
,,1071119,105900,Eindhoven,Bergamo
,,707181,25500,Copenhagen,Uppsala
,,1696861,74400,Frankfurt,Uppsala
,,2274703,88620,Geneva,Uppsala
,,1862955,92100,Dortmund,Cluj-Napoca
,,1928291,121740,Eindhoven,Cluj-Napoca
,,1444112,81240,Ulm,Cluj-Napoca
,,603755,28200,Rome,Milan
,,654752,38100,Frankfurt,Milan
,,654752,38100,Frankfurt,Milan
,,2008838,116554,Dusseldorf,Chisinau
,,-1,-1,Rome,Chisinau
,,46151,2700,Bournemouth,Southampton
,,1180417,46620,Geneva,Southampton
,,-1,-1,Bergen,Bergen
,,206341,19074,Stavanger,Bergen
,,1910926,117449,Dusseldorf,Pristina
,,1911936,130589,Geneva,Pristina
,,-1,-1,Dusseldorf,La Laguna
,,-1,-1,La Laguna,La Laguna
,,-1,-1,Dusseldorf,Kamez
,,-1,-1,Rome,Kamez
,,-1,-1,Eindhoven,Taranto
,,506667,25500,Rome,Taranto
,,208531,14400,Frankfurt,Saarbrucken
,,1767698,97152,Nis,Saarbrucken
,,-1,-1,La Laguna,Basel
,,334769,20086,Frankfurt,Basel
,,2734499,155100,Eindhoven,Athens
,,2406263,127140,Rome,Athens
,,485737,29760,Rome,Genoa
,,1028886,55980,Barcelona,Genoa
,,-1,-1,Huelva,Liverpool
,,-1,-1,Geneva,Liverpool
,,1965292,92760,Rome,Warsaw
,,1090425,44280,Frankfurt,Warsaw
,,694657,31648,Rome,Turin
,,722324,43528,Frankfurt,Turin
,,1822311,66830,Rome,Poznan
,,796613,32690,Frankfurt,Poznan
,,1564667,69660,Dortmund,Vilnius
,,1767367,83383,Eindhoven,Vilnius
,,1616033,68700,Dortmund,Novi Sad
,,1085215,51000,Ulm,Novi Sad
,,1456235,54600,Dortmund,Rome
,,2446133,130485,Iasi,Rome
,,733959,43260,Copenhagen,Oslo
,,1853836,83700,Frankfurt,Oslo
,,988011,50820,Dortmund,Sosnowiec
,,-1,-1,La Laguna,Sosnowiec
,,1877774,121080,Domodedovo,Volgograd
,,3376981,125100,Nizhniy Novgorod,Volgograd
,,977611,43920,Copenhagen,Bonn
,,1371032,60480,Rome,Bonn
,,1194452,43380,Catania,Verona
,,495049,26828,Rome,Verona
,,1115236,64320,Cheboksary,Khimki
,,804303,30720,Nizhniy Novgorod,Khimki
,,-1,-1,Copenhagen,Sale
,,-1,-1,Frankfurt,Sale
,,1634934,104047,Bologna,Craiova
,,2112787,102247,Charleroi,Craiova
,,1160239,61860,Dortmund,Olsztyn
,,665052,31440,Rome,Trieste
,,1776335,97221,Copenhagen,Kaunas
,,1718298,93660,Rome,Valencia
,,410965,21000,Rome,Foggia
,,662461,28380,Rome,Reggio di Calabria
,,2222258,123660,Rome,Chernivtsi
,,1880429,90660,Rome,Radom
,,3354770,121860,Copenhagen,Huelva
,,469781,25680,Frankfurt,Dresden
,,476099,23400,Frankfurt,Bremen
,,659728,42960,Rome,Nice
,,220029,8340,Frankfurt,Dusseldorf
,,2429962,94140,Copenhagen,Aberdeen
,,2618669,131220,Frankfurt,Kuopio
,,373144,14160,Frankfurt,Leipzig
,,231800,12360,Frankfurt,Nuremberg
,,186600,8160,Frankfurt,Stuttgart
,,2220175,120780,Frankfurt,Tallinn
,,740088,38520,Frankfurt,Wroclaw
,,-1,-1,Bournemouth,Rennes
,,1581945,58680,Copenhagen,Innsbruck
,,1284833,41220,Bristol,Grenoble
,,880193,45900,Rome,Palermo
,,1037950,53100,Rome,Villeurbanne
,,-1,-1,Rome,Marseille
,,830927,43500,Rome,Siracusa
,,1726476,82580,Dortmund,Zemun
,,764787,37620,Dusseldorf,Copenhagen
,,-1,-1,Domodedovo,Penza
,,4974953,297960,Domodedovo,Perm
,,7736340,467880,Domodedovo,Prokopyevsk
,,-1,-1,Domodedovo,Minsk
,,-1,-1,Domodedovo,Murmansk
,,-1,-1,Domodedovo,Kazan
,,-1,-1,Domodedovo,Izhevsk
,,12691170,564540,Domodedovo,Chita
,,-1,-1,Domodedovo,Groznyy
,,-1,-1,Domodedovo,Arkhangelsk
,,2275334,180900,Domodedovo,Sochi
,,1602035,86400,Eindhoven,Debrecen
,,2067648,87540,Derby,Rzeszow
,,-1,-1,Cheboksary,Odintsovo
,,-1,-1,Huelva,Nijmegen
,,492350,25440,Rome,Rimini
,,769576,39300,Rome,Catania
,,1546913,71160,Rome,Eindhoven
,,1077629,56280,Rome,Ulm
,,1612637,67860,Copenhagen,Romford
,,2064589,104340,Copenhagen,Riga
,,1226548,48900,Geneva,Bournemouth
,,-1,-1,Palma,Torrejon de Ardoz
,,730790,15240,A Coruna,Torrejon de Ardoz
,,451486,27403,Almeria,Torrejon de Ardoz
,,2149367,75480,Harrow,Torrejon de Ardoz
,,1699809,61980,Milan,Torrejon de Ardoz
,,924675,40958,Odivelas,Torrejon de Ardoz
,,1267801,42060,Villeurbanne,Torrejon de Ardoz
,,470699,29340,Malaga,Torrejon de Ardoz
,,555063,30240,Barcelona,Torrejon de Ardoz
,,1934291,76320,Bologna,Torrejon de Ardoz
,,702263,34746,Bordeaux,Torrejon de Ardoz
,,1744597,61560,Brussels,Torrejon de Ardoz
,,-1,-1,Las Palmas,Torrejon de Ardoz
,,2434398,79620,Hamburg,Torrejon de Ardoz
,,2145573,75540,Croydon,Torrejon de Ardoz
,,-1,-1,Maia,Torrejon de Ardoz
,,-1,-1,Sale,Torrejon de Ardoz
,,3035335,128255,Siracusa,Torrejon de Ardoz
,,1055895,39540,Marseille,Torrejon de Ardoz
,,1174896,35040,Ivanovo,Saint Petersburg
,,2104572,98520,Kaliningrad,Saint Petersburg
,,6190048,226260,Krasnoyarsk,Saint Petersburg
,,1836132,72600,Samara,Saint Petersburg
,,1946517,82140,Kirov,Saint Petersburg
,,2703474,89700,Kazan,Saint Petersburg
,,615009,36934,Cherepovets,Saint Petersburg
,,2036611,86220,Murmansk,Saint Petersburg
,,-1,-1,Kaspiysk,Saint Petersburg
,,3397166,109500,Pyatigorsk,Saint Petersburg
,,-1,-1,Palma,Barcelona
,,2403062,102199,Krakow,Barcelona
,,1520859,61860,Harrow,Barcelona
,,1508224,50318,Odivelas,Barcelona
,,-1,-1,Liverpool,Barcelona
,,1549673,61320,Luton,Barcelona
,,-1,-1,Palma,Barcelona
,,-1,-1,Sale,Barcelona
,,2383723,111875,Siracusa,Barcelona
,,-1,-1,Innsbruck,Croydon
,,970196,35880,Aberdeen,Croydon
,,1734219,69240,Krakow,Croydon
,,2289672,82860,Malaga,Croydon
